draw,phase,participant_id,archetype,amount,player_tvl_before_deposit,early_boost,second_draw_weight,entered_at_minute,withdrawn_at_minute,probability_if_player_side_wins,probability_side_and_wallet,profit_if_win,payout_multiple,ev,status,pnl,fee_paid
3,bootstrap,player_00048,persistent_player,2.633036168,0,1.5,3.949554252,0,,0.045065388,0.040558849,60.69578352,23.051633038,-0.064492137,lost,-2.633036168,0.0
3,bootstrap,player_00093,persistent_player,2.776581339,2.633036168,1.485745525,4.125293299,10,,0.047070614,0.042363552,60.559415607,21.810783915,-0.093443526,lost,-2.776581339,0.0
3,bootstrap,player_00080,persistent_player,8.690306978,5.409617507,1.470713939,12.780955605,20,,0.145833854,0.131250469,54.94137625,6.322144475,-0.338618715,lost,-8.690306978,0.0
3,bootstrap,player_00059,persistent_player,2.000243087,14.099924485,1.4236672,2.847680475,30,,0.032492736,0.029243463,61.296936947,30.644743804,-0.149214367,lost,-2.000243087,0.0
3,bootstrap,player_00031,persistent_player,42.11827784,16.100167572,1.412838478,59.506323576,40,,0.678981822,0.61108364,23.184803931,0.550468944,-2.212632925,won,23.184803931,0.991986494
3,bootstrap,player_00105,opportunistic_player,3.739562313,58.218445412,1.184822641,4.430718098,50,,0.050555586,0.045500027,59.644583682,15.949616209,-0.855581944,lost,-3.739562313,0.0
4,bootstrap,player_00019,persistent_player,4.469174392,0,1.5,6.703761588,0,,0.079145523,0.071230971,62.300886534,13.940133248,0.286921879,lost,-4.469174392,0.0
4,bootstrap,player_00104,occasional_player,1.712017563,4.469174392,1.476438262,2.527688236,10,,0.029842232,0.026858009,64.920185522,37.920280098,0.07759073,lost,-1.712017563,0.0
4,bootstrap,player_00059,persistent_player,1.22083774,6.181191955,1.46741241,1.79147245,20,,0.021150368,0.019035331,65.386806353,53.558965464,0.047060825,won,65.386806353,3.201046456
4,bootstrap,player_00034,persistent_player,1.964395716,7.402029695,1.460976085,2.869935162,30,,0.033882846,0.030494561,64.680426276,32.926373108,0.067908888,lost,-1.964395716,0.0
4,bootstrap,player_00077,persistent_player,8.495353558,9.366425411,1.45061968,12.323527063,30,,0.145493241,0.130943917,58.476016326,6.883294018,0.274139915,lost,-8.495353558,0.0
4,bootstrap,player_00040,persistent_player,2.40170096,17.861778969,1.4058317,3.376387344,40,,0.039862089,0.03587588,64.264986294,26.758113256,-0.009974863,lost,-2.40170096,0.0
4,bootstrap,player_00008,persistent_player,2.007515196,20.263479929,1.393169798,2.796809541,40,,0.033019515,0.029717563,64.63946277,32.198741459,-0.026929411,lost,-2.007515196,0.0
4,bootstrap,player_00085,persistent_player,1.758603132,22.270995125,1.382586066,2.431420185,50,,0.028705678,0.02583511,64.875929231,36.890602576,-0.037092633,lost,-1.758603132,0.0
4,bootstrap,player_00018,persistent_player,9.685705965,24.029598257,1.373314611,13.301521524,60,,0.157039577,0.141335619,57.34518154,5.92059905,-0.211853991,lost,-9.685705965,0.0
4,bootstrap,player_00106,player_whale,14.224620525,33.715304222,1.322251027,18.808519096,60,,0.222055941,0.199850347,53.033212708,3.728269068,-0.783119236,lost,-14.224620525,0.0
4,bootstrap,player_00076,persistent_player,1.896120756,47.939924747,1.24725803,2.364951839,70,,0.027920944,0.025128849,64.745287488,34.146183614,-0.22149884,lost,-1.896120756,0.0
4,countdown,player_00072,persistent_player,3.190327715,49.836045503,1.0,3.190327715,70,,0.037665444,0.0338989,63.515790877,19.908860954,-0.9290637,lost,-3.190327715,0.0
4,countdown,player_00107,occasional_player,2.690079795,53.026373218,1.0,2.690079795,70,,0.031759449,0.028583504,63.991026401,23.787780021,-0.784100133,lost,-2.690079795,0.0
4,countdown,player_00108,occasional_player,7.082147363,55.716453013,1.0,7.082147363,70,,0.083612797,0.075251518,59.818562212,8.446387677,-2.047767439,lost,-7.082147363,0.0
4,countdown,player_00053,persistent_player,2.443166493,62.798600376,1.0,2.443166493,70,,0.028844357,0.025959921,64.225594038,26.287849896,-0.712450734,lost,-2.443166493,0.0
5,bootstrap,player_00100,player_whale,18.726398708,0,1.5,28.089598062,0,,0.26164789,0.235483101,67.222773375,3.589733105,1.51317883,lost,-18.726398708,0.0
5,bootstrap,player_00109,occasional_player,3.297607694,18.726398708,1.402211278,4.623942699,10,,0.043070921,0.038763829,81.880124838,24.830159448,0.004207328,lost,-3.297607694,0.0
5,bootstrap,player_00092,persistent_player,0.78523994,22.024006402,1.384991264,1.087550457,20,,0.010130272,0.009117245,84.266874205,107.313535535,-0.009798959,lost,-0.78523994,0.0
5,bootstrap,player_00069,persistent_player,2.795816158,22.809246342,1.380890764,3.860716709,30,,0.035961653,0.032365488,82.356826797,29.457168191,-0.039809338,lost,-2.795816158,0.0
5,bootstrap,player_00064,persistent_player,2.339599418,25.6050625,1.366291091,3.196573842,30,,0.029775321,0.026797789,82.7902327,35.3864991,-0.058308146,lost,-2.339599418,0.0
5,bootstrap,player_00097,occasional_player,8.532116738,27.944661918,1.354073769,11.553115473,40,,0.107614508,0.096853057,76.907341246,9.013864157,-0.25704401,lost,-8.532116738,0.0
5,bootstrap,player_00053,persistent_player,2.53586582,36.476778656,1.309519298,3.320765229,40,,0.030932134,0.027838921,82.603779619,32.574191807,-0.165669983,lost,-2.53586582,0.0
5,bootstrap,player_00110,occasional_player,20.727296618,39.012644476,1.296277079,26.868319515,50,,0.250271972,0.225244775,65.32192036,3.151492525,-1.345160123,lost,-20.727296618,0.0
5,bootstrap,player_00070,persistent_player,6.115260412,59.739941094,1.188039725,7.265172298,50,,0.067673343,0.060906009,79.203354756,12.951755023,-0.918844108,lost,-6.115260412,0.0
5,countdown,player_00021,persistent_player,3.243852963,65.855201506,1.0,3.243852963,50,,0.030215715,0.027194143,81.931191833,25.257369174,-0.927590593,lost,-3.243852963,0.0
5,countdown,player_00107,occasional_player,0.869200916,69.099054469,1.0,0.869200916,50,,0.008096399,0.007286759,84.187111277,96.855755358,-0.249416082,lost,-0.869200916,0.0
5,countdown,player_00044,persistent_player,11.730793681,69.968255385,1.0,11.730793681,50,,0.109269538,0.098342584,73.868598151,6.296982127,-3.312728263,lost,-11.730793681,0.0
5,countdown,player_00060,persistent_player,1.646884412,81.699049066,1.0,1.646884412,50,,0.015340335,0.013806301,83.448311956,50.670412172,-0.472034512,lost,-1.646884412,0.0
6,bootstrap,player_00036,persistent_player,4.339510813,0,1.5,6.50926622,0,,0.079930312,0.071937281,59.450952458,13.699920341,0.249401663,lost,-4.339510813,0.0
6,bootstrap,player_00075,persistent_player,3.280011177,4.339510813,1.477437377,4.846011111,10,,0.059506428,0.053555785,60.457477112,18.432094846,0.133500046,lost,-3.280011177,0.0
6,bootstrap,player_00022,persistent_player,3.987475489,7.61952199,1.460383461,5.823243254,20,,0.071506317,0.064355685,59.785386016,14.993292418,0.116670691,lost,-3.987475489,0.0
6,bootstrap,player_00015,persistent_player,9.21035147,11.606997479,1.439651192,13.259693471,30,,0.162821953,0.146539758,54.823653834,5.952395412,0.173176146,won,54.823653834,2.655829864
6,bootstrap,player_00052,persistent_player,8.31091404,20.817348949,1.391763378,11.566825799,40,,0.142034442,0.127830998,55.678119392,6.699397819,-0.131132039,lost,-8.31091404,0.0
6,bootstrap,player_00021,persistent_player,2.970231265,29.128262989,1.348552052,4.005511466,50,,0.049185541,0.044266987,60.751768028,20.453548094,-0.149450347,lost,-2.970231265,0.0
6,bootstrap,player_00084,persistent_player,9.93309717,32.098494254,1.333108788,13.241899134,50,,0.162603448,0.146343103,54.137045419,5.450167706,-0.556873685,lost,-9.93309717,0.0
6,bootstrap,player_00101,opportunistic_player,2.265323024,42.031591424,1.281463169,2.902928021,60,,0.035646405,0.032081765,61.421430857,27.113762676,-0.222139559,lost,-2.265323024,0.0
6,bootstrap,player_00077,persistent_player,4.640059896,44.296914448,1.269684968,5.891414302,70,,0.072343421,0.065109079,59.165430829,12.751005839,-0.485743188,lost,-4.640059896,0.0
6,countdown,player_00018,persistent_player,8.762616432,48.936974344,1.0,8.762616432,70,,0.107600249,0.096840224,55.24900212,6.305080514,-2.563716943,lost,-8.762616432,0.0
6,countdown,player_00111,occasional_player,4.627357979,57.699590776,1.0,4.627357979,70,,0.056821484,0.051139336,59.17749765,12.788614566,-1.364420043,lost,-4.627357979,0.0
7,bootstrap,player_00002,persistent_player,5.369714598,0,1.5,8.054571897,0,,0.100811752,0.090730576,58.526811265,10.899426813,0.427654022,lost,-5.369714598,0.0
7,bootstrap,player_00062,persistent_player,2.797239462,5.369714598,1.472484495,4.118891737,10,,0.051552422,0.04639718,60.970662644,21.796726191,0.161411364,lost,-2.797239462,0.0
7,bootstrap,player_00077,persistent_player,4.591279319,8.16695406,1.458150874,6.69477795,20,,0.083792447,0.075413203,59.26632478,12.908455501,0.224427115,lost,-4.591279319,0.0
7,bootstrap,player_00008,persistent_player,1.099272219,12.758233379,1.434624229,1.577042559,20,,0.019738408,0.017764567,62.583731525,56.931968664,0.032028754,lost,-1.099272219,0.0
7,bootstrap,player_00004,persistent_player,2.988666547,13.857505598,1.428991335,4.270778599,30,,0.053453452,0.048108107,60.788806913,20.339775601,0.079546948,lost,-2.988666547,0.0
7,bootstrap,player_00090,persistent_player,4.273314691,23.102996936,1.381615565,5.904078092,40,,0.073895976,0.066506379,59.568391177,13.939621929,-0.027434028,lost,-4.273314691,0.0
7,bootstrap,player_00112,opportunistic_player,7.708948685,21.119486836,1.391779473,10.729156535,50,,0.134287095,0.120858386,56.304538882,7.303789555,0.027618082,lost,-7.708948685,0.0
7,bootstrap,player_00113,occasional_player,3.482987003,28.828435521,1.352277258,4.709964116,50,,0.058950338,0.053055304,60.31920248,17.318239324,-0.097942457,lost,-3.482987003,0.0
7,bootstrap,player_00042,persistent_player,3.168772505,32.311422524,1.334429728,4.228504231,60,,0.052924342,0.047631908,60.617706253,19.129712265,-0.130500829,lost,-3.168772505,0.0
7,bootstrap,player_00114,occasional_player,0.612180339,35.480195029,1.318192296,0.806971406,70,,0.010100127,0.009090114,63.046468811,102.986758631,-0.033515929,lost,-0.612180339,0.0
7,bootstrap,player_00018,persistent_player,3.439370673,36.092375368,1.31505536,4.522962838,70,,0.056609813,0.050948831,60.360637994,17.54990774,-0.188834791,won,60.360637994,2.947053042
7,bootstrap,player_00103,opportunistic_player,4.810411848,39.531746041,1.297431328,6.241179032,80,,0.078115162,0.070303646,59.058148877,12.27715022,-0.320219168,lost,-4.810411848,0.0
7,countdown,player_00115,occasional_player,18.038273614,44.342157889,1.0,18.038273614,80,,0.225768667,0.2031918,46.4916802,2.577390786,-4.926316145,lost,-18.038273614,0.0
7,bootstrap,player_00098,opportunistic_player,6.256824791,16.846172145,1.413676802,8.845128064,30,50,0.0,0.0,0.0,0.0,0.0,pending_withdrawn,0.0,0.0
8,bootstrap,player_00103,opportunistic_player,1.9237095,0,1.5,2.88556425,0,,0.020239354,0.018215419,113.883885896,59.200147369,0.185774333,lost,-1.9237095,0.0
8,bootstrap,player_00006,persistent_player,4.090109795,4.033375296,1.479468891,6.051190202,10,,0.042443062,0.038198755,111.825805616,27.340538817,0.3377339,lost,-4.090109795,0.0
8,bootstrap,player_00116,occasional_player,4.001352509,8.123485091,1.458648986,5.83656878,20,,0.040937706,0.036843936,111.910125037,27.968074491,0.269282521,lost,-4.001352509,0.0
8,bootstrap,player_00039,persistent_player,1.962875433,12.1248376,1.438280883,2.82316621,30,,0.019801694,0.017821525,113.84667826,57.999950657,0.101027384,lost,-1.962875433,0.0
8,bootstrap,player_00002,persistent_player,5.035176795,11.978047237,1.43902809,7.245760848,40,,0.050821783,0.045739604,110.927991966,22.030605177,0.268932669,lost,-5.035176795,0.0
8,bootstrap,player_00100,player_whale,38.979440798,17.013224032,1.413397506,55.093444428,50,,0.386425542,0.347782987,78.680941163,2.018524113,1.940838333,lost,-38.979440798,0.0
8,bootstrap,player_00117,player_whale,18.909367867,55.99266483,1.214980277,22.974509018,50,,0.161143257,0.145028932,97.747510447,5.169263782,-1.99074545,lost,-18.909367867,0.0
8,countdown,player_00118,occasional_player,2.096405214,74.902032697,1.0,2.096405214,50,,0.014704191,0.013233772,113.719824968,54.245154614,-0.56371966,lost,-2.096405214,0.0
8,countdown,player_00095,persistent_player,6.212671683,76.998437911,1.0,6.212671683,50,,0.043575693,0.039218124,109.809371822,17.675064356,-1.662504832,lost,-6.212671683,0.0
8,countdown,player_00119,occasional_player,1.958859537,83.211109594,1.0,1.958859537,50,,0.013739445,0.012365501,113.850493361,58.120805096,-0.526818911,lost,-1.958859537,0.0
8,countdown,player_00120,occasional_player,1.773174861,85.169969131,1.0,1.773174861,50,,0.012437052,0.011193347,114.026893803,64.306626668,-0.47698449,lost,-1.773174861,0.0
8,countdown,player_00121,player_whale,27.620638711,86.943143992,1.0,27.620638711,50,,0.193731221,0.174358099,89.471803145,3.239309709,-7.20462313,lost,-27.620638711,0.0
8,bootstrap,player_00065,persistent_player,2.109665796,1.9237095,1.490207733,3.143840282,10,40,0.0,0.0,0.0,0.0,0.0,pending_withdrawn,0.0,0.0
9,bootstrap,player_00075,persistent_player,3.436516067,0,1.5,5.154774101,0,,0.058992968,0.053093671,63.476007848,18.471034795,0.116115452,lost,-3.436516067,0.0
9,bootstrap,player_00029,persistent_player,3.731047158,3.436516067,1.482313102,5.530580087,10,,0.063293818,0.056964436,63.196203311,16.937926709,0.081425908,lost,-3.731047158,0.0
9,bootstrap,player_00004,persistent_player,4.773492824,7.167563225,1.463110326,6.984146641,10,,0.079928922,0.07193603,62.205879929,13.031522665,0.044737323,won,62.205879929,3.032928207
9,bootstrap,player_00073,persistent_player,16.894814528,11.941056049,1.43854234,24.303906018,20,,0.27814207,0.250327863,50.69062431,3.000365836,0.023703959,lost,-16.894814528,0.0
9,bootstrap,player_00055,persistent_player,2.324784883,28.835870577,1.35158891,3.142153467,20,,0.035959861,0.032363874,64.532152473,27.758332801,-0.161035356,lost,-2.324784883,0.0
9,bootstrap,player_00023,persistent_player,3.592406645,31.16065546,1.339623818,4.812473505,30,,0.055075565,0.049568008,63.327911799,17.628269307,-0.275299762,lost,-3.592406645,0.0
9,bootstrap,player_00111,occasional_player,3.681537753,34.753062105,1.32113459,4.863806869,30,,0.055663041,0.050096737,63.243237246,17.178483962,-0.328824921,lost,-3.681537753,0.0
9,bootstrap,player_00098,opportunistic_player,7.460209061,38.434599858,1.302186626,9.714584467,40,,0.11117697,0.100059273,59.653499503,7.996223566,-0.744860162,lost,-7.460209061,0.0
9,bootstrap,player_00122,occasional_player,1.728941422,45.894808919,1.263790776,2.185020222,40,,0.025006106,0.022505495,65.098203761,37.652058614,-0.224963419,lost,-1.728941422,0.0
9,bootstrap,player_00072,persistent_player,11.297772156,47.623750341,1.254892343,14.177487767,50,,0.162251936,0.146026742,56.007814563,4.957421144,-1.469356597,lost,-11.297772156,0.0
9,countdown,player_00040,persistent_player,3.92581684,58.921522497,1.0,3.92581684,50,,0.044928368,0.040435531,63.011172113,16.050461517,-1.21918416,lost,-3.92581684,0.0
9,countdown,player_00123,occasional_player,2.584717635,62.847339337,1.0,2.584717635,50,,0.029580377,0.02662234,64.285216358,24.871272393,-0.804483535,lost,-2.584717635,0.0
10,bootstrap,player_00063,persistent_player,3.474701085,0,1.5,5.212051628,0,,0.045824331,0.041241898,86.631292248,24.932012892,0.241441128,lost,-3.474701085,0.0
10,bootstrap,player_00124,occasional_player,7.27094258,3.474701085,1.482022882,10.775703277,10,,0.094739928,0.085265936,83.024862827,11.418720739,0.428213753,lost,-7.27094258,0.0
10,bootstrap,player_00117,player_whale,14.922917601,10.745643665,1.444405087,21.554738095,10,,0.189509148,0.170558233,75.755486557,5.076452781,0.543030792,lost,-14.922917601,0.0
10,bootstrap,player_00106,player_whale,33.749438863,25.668561266,1.367198143,46.142170148,20,,0.405681726,0.365113553,57.870291358,1.714703809,-0.297833631,lost,-33.749438863,0.0
10,bootstrap,player_00038,persistent_player,2.541021312,59.418000129,1.192588117,3.030391823,20,,0.02664319,0.023978871,87.518288032,34.442170012,-0.38150079,lost,-2.541021312,0.0
10,bootstrap,player_00102,occasional_player,2.745946283,61.959021441,1.179441594,3.23868326,30,,0.028474487,0.025627038,87.323609309,31.80091681,-0.43773035,lost,-2.745946283,0.0
10,bootstrap,player_00001,persistent_player,1.94981839,64.704967724,1.165234846,2.271996332,40,,0.01997538,0.017977842,88.079930808,45.173402436,-0.331277766,lost,-1.94981839,0.0
10,countdown,player_00125,occasional_player,1.908676419,66.654786114,1.0,1.908676419,40,,0.016781073,0.015102966,88.11901568,46.167603268,-0.548991242,lost,-1.908676419,0.0
10,countdown,player_00126,occasional_player,0.476800128,68.563462533,1.0,0.476800128,40,,0.004192024,0.003772822,89.479298157,187.666262868,-0.137411793,lost,-0.476800128,0.0
10,countdown,player_00127,occasional_player,7.41639225,69.040262661,1.0,7.41639225,40,,0.065204883,0.058684395,82.886685641,11.176146413,-2.117010784,won,82.886685641,4.037624421
10,countdown,player_00128,occasional_player,3.305969511,76.456654911,1.0,3.305969511,40,,0.029066067,0.02615946,86.791587243,26.252990826,-0.94906604,lost,-3.305969511,0.0
10,countdown,player_00129,occasional_player,8.406256243,79.762624422,1.0,8.406256243,40,,0.073907762,0.066516986,81.946314847,9.748253263,-2.396275538,lost,-8.406256243,0.0
11,bootstrap,player_00130,occasional_player,2.678032517,0,1.5,4.017048776,0,,0.035630481,0.032067433,85.946348562,32.093093723,0.163923882,lost,-2.678032517,0.0
11,bootstrap,player_00016,persistent_player,2.180972648,2.678032517,1.486190628,3.24134111,10,,0.028750097,0.025875088,86.418555438,39.623860261,0.111547897,lost,-2.180972648,0.0
11,bootstrap,player_00060,persistent_player,4.499254593,4.859005165,1.474944364,6.636150204,20,,0.058861427,0.052975285,84.21618759,18.717808883,0.200471196,lost,-4.499254593,0.0
11,bootstrap,player_00010,persistent_player,8.331449195,9.358259758,1.451743795,12.095129671,30,,0.107281567,0.096553411,80.575602718,9.671258965,0.252829893,lost,-8.331449195,0.0
11,bootstrap,player_00076,persistent_player,5.547255414,17.689708953,1.408782376,7.81487566,40,,0.069316504,0.062384854,83.22058681,15.002119174,-0.009486539,lost,-5.547255414,0.0
11,bootstrap,player_00100,player_whale,40.557252188,23.236964367,1.380177752,55.976217163,40,,0.496498713,0.446848841,49.961089875,1.23186575,-0.109235918,lost,-40.557252188,0.0
11,countdown,player_00131,occasional_player,1.090704031,63.794216555,1.0,1.090704031,40,,0.009674343,0.008706909,87.454310624,80.181523253,-0.31975064,lost,-1.090704031,0.0
11,countdown,player_00074,persistent_player,11.07451576,64.884920586,1.0,11.07451576,40,,0.09822891,0.088406019,77.969689481,7.040460384,-3.202472032,lost,-11.07451576,0.0
11,countdown,player_00132,occasional_player,10.795935667,75.959436346,1.0,10.795935667,40,,0.095757956,0.086182161,78.23434057,7.246647533,-3.123114092,lost,-10.795935667,0.0
12,bootstrap,player_00056,persistent_player,3.814992937,0,1.5,5.722489406,0,,0.065959474,0.059363527,64.321629602,16.86022246,0.22983728,lost,-3.814992937,0.0
12,bootstrap,player_00083,persistent_player,2.908511352,3.814992937,1.4804513,4.305909411,10,,0.070711955,0.06364076,63.798097276,14.612215804,-0.028059591,lost,-2.908511352,0.0
12,bootstrap,player_00121,player_whale,22.433798649,6.723504289,1.465547572,32.87779913,10,,0.378961356,0.34106522,46.633764176,2.078727946,1.122744876,won,46.633764176,2.208990111
12,bootstrap,player_00048,persistent_player,2.708797981,29.157302938,1.350592808,3.658483072,20,,0.042168994,0.037952094,65.372514811,24.13340355,-0.124969574,lost,-2.708797981,0.0
12,bootstrap,player_00133,opportunistic_player,4.498758954,31.866100919,1.336712447,6.01354709,20,,0.06931431,0.062382879,63.672051886,14.15324816,-0.246067515,lost,-4.498758954,0.0
12,bootstrap,player_00122,occasional_player,1.537351772,36.364859873,1.313660008,2.019557542,30,,0.033647587,0.030282829,65.800184748,29.132926742,-0.19760601,lost,-1.537351772,0.0
12,bootstrap,player_00037,persistent_player,5.63329572,37.902211645,1.305782345,7.355858096,40,,0.08478627,0.076307643,62.594241959,11.111478088,-0.427013126,lost,-5.63329572,0.0
12,bootstrap,player_00085,persistent_player,2.885313626,43.535507365,1.276916339,3.684304111,40,,0.042466616,0.038219955,65.204824948,22.5988691,-0.282911615,lost,-2.885313626,0.0
12,bootstrap,player_00066,persistent_player,1.43913248,46.420820991,1.26213148,1.816374407,50,,0.020936186,0.018842567,66.578697037,46.263077209,-0.157501961,lost,-1.43913248,0.0
12,bootstrap,player_00083,persistent_player,1.457568244,47.859953471,1.25475711,1.828894117,60,,0.070711955,0.06364076,63.798097276,14.612215804,-0.028059591,lost,-1.457568244,0.0
12,bootstrap,player_00122,occasional_player,0.721267327,49.317521715,1.247288272,0.899628278,70,,0.033647587,0.030282829,65.800184748,29.132926742,-0.19760601,lost,-0.721267327,0.0
12,countdown,player_00134,opportunistic_player,2.124851085,50.038789042,1.0,2.124851085,70,,0.024491799,0.022042619,65.927264362,31.026769277,-0.624804225,lost,-2.124851085,0.0
12,countdown,player_00135,occasional_player,6.849796846,52.163640127,1.0,6.849796846,70,,0.078953226,0.071057903,61.438565889,8.969399717,-1.997368974,lost,-6.849796846,0.0
12,countdown,player_00136,occasional_player,3.100788533,59.013436973,1.0,3.100788533,70,,0.035740806,0.032166725,65.000123786,20.962449743,-0.910205213,lost,-3.100788533,0.0
12,countdown,player_00124,occasional_player,4.499375369,62.114225506,1.0,4.499375369,70,,0.051861421,0.046675279,63.671466292,14.151179013,-1.317482307,lost,-4.499375369,0.0
13,bootstrap,player_00137,occasional_player,3.995779815,0,1.5,5.993669722,0,,0.09496709,0.085470381,82.662986732,11.124984942,0.269924419,lost,-3.995779815,0.0
13,bootstrap,player_00138,player_whale,26.999412125,3.995779815,1.479695549,39.950909956,10,,0.360133224,0.324119901,64.072416556,2.373104135,2.518780009,lost,-26.999412125,0.0
13,bootstrap,player_00136,occasional_player,3.986754809,30.99519194,1.342498742,5.352213318,20,,0.048246957,0.043422261,85.934441007,21.554985226,-0.082173144,lost,-3.986754809,0.0
13,bootstrap,player_00137,occasional_player,3.434611072,34.981946749,1.322240152,4.541380666,20,,0.09496709,0.085470381,82.662986732,11.124984942,0.269924419,lost,-3.434611072,0.0
13,bootstrap,player_00123,occasional_player,1.661345871,38.416557821,1.304787266,2.167702937,30,,0.019540527,0.017586475,88.143579498,53.055526267,-0.081993834,lost,-1.661345871,0.0
13,bootstrap,player_00027,persistent_player,6.076506638,40.077903692,1.29634518,7.877250092,30,,0.071008632,0.063907769,83.949176769,13.815368232,-0.323166062,won,83.949176769,4.094304966
13,bootstrap,player_00032,persistent_player,4.096956263,46.15441033,1.265467571,5.184565289,40,,0.046735712,0.042062141,85.829749625,20.949637759,-0.314446519,lost,-4.096956263,0.0
13,bootstrap,player_00054,persistent_player,1.309768054,50.251366593,1.244648994,1.630201491,50,,0.014695278,0.01322575,88.477578424,67.552096842,-0.122263058,lost,-1.309768054,0.0
13,bootstrap,player_00139,occasional_player,7.707490928,51.561134647,1.237993442,9.541823225,50,,0.086013749,0.077412374,82.399741694,10.690864571,-0.732076091,lost,-7.707490928,0.0
13,countdown,player_00140,player_whale,10.206552707,59.268625575,1.0,10.206552707,50,,0.092005883,0.082805294,80.025633003,7.84061331,-2.734850012,lost,-10.206552707,0.0
